date,opportunity_id,product_area,active_accounts,pricing_recommendations,adoption_rate,override_rate,explainability_open_rate,approval_latency_hours,manual_export_count,data_freshness_score
2026-02-07,OPP-003,Amenities and specials,57,420,0.563,0.085,0.852,14.8,7,0.96
2026-02-07,OPP-004,Amenities and specials,29,138,0.596,0.158,0.628,27.6,27,0.891
2026-02-07,OPP-005,Reporting,30,436,0.364,0.282,0.602,21.1,32,0.806
2026-02-07,OPP-006,Implementation readiness,21,284,0.614,0.23,0.411,27.4,19,0.884
2026-02-07,OPP-007,Security and privacy,26,414,0.519,0.185,0.734,27.6,9,0.8
2026-02-07,OPP-008,AI insights,49,368,0.597,0.06,0.557,12.7,31,0.882
2026-02-08,OPP-001,Lease and renewal pricing,27,508,0.82,0.143,0.629,24.8,16,0.858
2026-02-08,OPP-002,Public market intelligence,35,280,0.379,0.168,0.607,41.5,10,0.86
2026-02-08,OPP-003,Amenities and specials,27,225,0.651,0.164,0.551,37.0,32,0.938
2026-02-08,OPP-004,Amenities and specials,63,117,0.639,0.185,0.742,26.9,34,0.931
2026-02-08,OPP-005,Reporting,22,305,0.727,0.219,0.576,22.8,28,0.916
2026-02-08,OPP-006,Implementation readiness,63,409,0.555,0.267,0.687,22.2,10,0.943
2026-02-08,OPP-007,Security and privacy,50,332,0.543,0.292,0.555,25.8,12,0.99
2026-02-08,OPP-008,AI insights,43,400,0.601,0.286,0.663,12.3,5,0.898
2026-02-09,OPP-001,Lease and renewal pricing,45,224,0.643,0.123,0.795,34.3,23,0.832
2026-02-09,OPP-002,Public market intelligence,33,156,0.626,0.276,0.478,28.7,33,0.864
2026-02-09,OPP-003,Amenities and specials,31,477,0.611,0.134,0.611,20.2,19,0.99
2026-02-09,OPP-004,Amenities and specials,23,232,0.454,0.152,0.622,34.7,20,0.85
2026-02-09,OPP-005,Reporting,26,488,0.625,0.138,0.551,4,19,0.99
2026-02-09,OPP-006,Implementation readiness,27,137,0.624,0.17,0.287,32.5,21,0.99
2026-02-09,OPP-007,Security and privacy,26,389,0.463,0.282,0.781,18.0,12,0.896
2026-02-09,OPP-008,AI insights,36,413,0.57,0.213,0.489,19.5,5,0.989
2026-02-10,OPP-001,Lease and renewal pricing,42,181,0.696,0.179,0.777,4,21,0.89
2026-02-10,OPP-002,Public market intelligence,64,115,0.422,0.152,0.607,21.5,8,0.943
2026-02-10,OPP-003,Amenities and specials,19,518,0.668,0.132,0.665,24.4,28,0.922
2026-02-10,OPP-004,Amenities and specials,36,148,0.593,0.231,0.5,28.2,18,0.884
2026-02-10,OPP-005,Reporting,51,103,0.644,0.298,0.673,13.6,32,0.99
2026-02-10,OPP-006,Implementation readiness,50,501,0.536,0.222,0.598,29.4,21,0.963
2026-02-10,OPP-007,Security and privacy,19,331,0.59,0.25,0.422,35.9,9,0.876
2026-02-10,OPP-008,AI insights,62,477,0.54,0.209,0.719,21.9,6,0.845
2026-02-11,OPP-001,Lease and renewal pricing,54,314,0.542,0.167,0.653,36.8,17,0.867
2026-02-11,OPP-002,Public market intelligence,49,356,0.664,0.331,0.489,20.7,32,0.872
2026-02-11,OPP-003,Amenities and specials,59,306,0.505,0.238,0.61,33.8,26,0.863
2026-02-11,OPP-004,Amenities and specials,47,203,0.564,0.272,0.512,21.4,13,0.902
2026-02-11,OPP-005,Reporting,50,389,0.564,0.318,0.611,25.2,7,0.899
2026-02-11,OPP-006,Implementation readiness,22,478,0.554,0.201,0.541,10.4,23,0.933
2026-02-11,OPP-007,Security and privacy,45,490,0.442,0.235,0.397,13.9,10,0.933
2026-02-11,OPP-008,AI insights,64,280,0.572,0.176,0.497,26.7,32,0.968
2026-02-12,OPP-001,Lease and renewal pricing,36,384,0.684,0.154,0.531,15.3,10,0.89
2026-02-12,OPP-002,Public market intelligence,49,441,0.665,0.195,0.489,14.3,23,0.831
2026-02-12,OPP-003,Amenities and specials,52,410,0.573,0.161,0.431,20.3,18,0.938
2026-02-12,OPP-004,Amenities and specials,62,287,0.48,0.317,0.88,29.0,29,0.923
2026-02-12,OPP-005,Reporting,36,107,0.464,0.23,0.689,15.5,20,0.799
2026-02-12,OPP-006,Implementation readiness,40,367,0.565,0.258,0.69,29.6,16,0.99
2026-02-12,OPP-007,Security and privacy,25,332,0.565,0.265,0.593,13.9,9,0.922
2026-02-12,OPP-008,AI insights,21,443,0.574,0.28,0.527,13.8,15,0.847
2026-02-13,OPP-001,Lease and renewal pricing,39,461,0.615,0.101,0.269,34.1,11,0.775
2026-02-13,OPP-002,Public market intelligence,63,237,0.424,0.211,0.546,20.8,30,0.918
2026-02-13,OPP-003,Amenities and specials,43,492,0.604,0.138,0.22,39.9,35,0.975
2026-02-13,OPP-004,Amenities and specials,38,390,0.527,0.176,0.576,23.1,36,0.949
2026-02-13,OPP-005,Reporting,49,172,0.545,0.17,0.437,29.9,22,0.871
2026-02-13,OPP-006,Implementation readiness,65,406,0.561,0.19,0.438,20.9,26,0.798
2026-02-13,OPP-007,Security and privacy,52,501,0.556,0.244,0.271,36.1,19,0.947
2026-02-13,OPP-008,AI insights,53,282,0.741,0.234,0.55,13.0,13,0.908
2026-02-14,OPP-001,Lease and renewal pricing,58,380,0.622,0.289,0.69,17.3,32,0.979
2026-02-14,OPP-002,Public market intelligence,47,138,0.4,0.161,0.459,21.5,7,0.942
2026-02-14,OPP-003,Amenities and specials,55,403,0.596,0.227,0.407,10.6,13,0.86
2026-02-14,OPP-004,Amenities and specials,67,502,0.608,0.2,0.576,30.8,9,0.902
2026-02-14,OPP-005,Reporting,43,140,0.527,0.168,0.687,35.9,28,0.746
2026-02-14,OPP-006,Implementation readiness,35,378,0.499,0.298,0.834,30.1,21,0.903
2026-02-14,OPP-007,Security and privacy,49,434,0.602,0.289,0.751,21.3,11,0.813
2026-02-14,OPP-008,AI insights,47,221,0.661,0.235,0.614,16.0,31,0.884
2026-02-15,OPP-001,Lease and renewal pricing,37,373,0.696,0.133,0.758,27.9,14,0.844
2026-02-15,OPP-002,Public market intelligence,50,415,0.55,0.171,0.647,24.1,4,0.864
2026-02-15,OPP-003,Amenities and specials,39,458,0.676,0.285,0.569,5.4,31,0.99
2026-02-15,OPP-004,Amenities and specials,60,281,0.684,0.246,0.647,34.8,11,0.832
2026-02-15,OPP-005,Reporting,51,474,0.602,0.184,0.368,31.1,38,0.877
2026-02-15,OPP-006,Implementation readiness,35,442,0.664,0.192,0.669,24.0,13,0.902
2026-02-15,OPP-007,Security and privacy,64,311,0.508,0.216,0.556,34.3,6,0.901
2026-02-15,OPP-008,AI insights,21,325,0.482,0.113,0.545,38.9,13,0.959
2026-02-16,OPP-001,Lease and renewal pricing,65,159,0.755,0.101,0.786,16.8,10,0.888
2026-02-16,OPP-002,Public market intelligence,20,297,0.649,0.199,0.523,9.7,33,0.862
2026-02-16,OPP-003,Amenities and specials,20,287,0.773,0.177,0.61,4,23,0.867
2026-02-16,OPP-004,Amenities and specials,60,351,0.464,0.218,0.802,8.9,9,0.85
2026-02-16,OPP-005,Reporting,62,316,0.509,0.125,0.536,35.1,33,0.873
2026-02-16,OPP-006,Implementation readiness,29,240,0.594,0.253,0.731,41.8,35,0.963
2026-02-16,OPP-007,Security and privacy,35,228,0.55,0.214,0.48,14.9,15,0.825
2026-02-16,OPP-008,AI insights,66,477,0.728,0.185,0.387,16.5,14,0.917
2026-02-17,OPP-001,Lease and renewal pricing,22,284,0.655,0.132,0.645,20.4,30,0.956
2026-02-17,OPP-002,Public market intelligence,24,496,0.554,0.196,0.634,16.8,32,0.946
2026-02-17,OPP-003,Amenities and specials,20,489,0.695,0.208,0.474,22.2,34,0.953
2026-02-17,OPP-004,Amenities and specials,25,519,0.493,0.173,0.587,11.4,19,0.915
2026-02-17,OPP-005,Reporting,33,375,0.494,0.274,0.448,18.2,24,0.99
2026-02-17,OPP-006,Implementation readiness,40,320,0.631,0.188,0.469,12.4,18,0.99
2026-02-17,OPP-007,Security and privacy,42,486,0.534,0.328,0.726,30.2,27,0.875
2026-02-17,OPP-008,AI insights,59,413,0.491,0.164,0.419,21.8,9,0.957
2026-02-18,OPP-001,Lease and renewal pricing,36,125,0.585,0.263,0.574,25.0,30,0.94
2026-02-18,OPP-002,Public market intelligence,42,322,0.623,0.229,0.252,19.1,25,0.918
2026-02-18,OPP-003,Amenities and specials,42,279,0.648,0.189,0.489,29.3,4,0.907
2026-02-18,OPP-004,Amenities and specials,20,182,0.494,0.282,0.369,22.7,29,0.804
2026-02-18,OPP-005,Reporting,18,263,0.529,0.271,0.85,26.2,17,0.955
2026-02-18,OPP-006,Implementation readiness,43,308,0.543,0.368,0.524,19.2,7,0.92
2026-02-18,OPP-007,Security and privacy,21,511,0.488,0.307,0.272,28.0,24,0.923
2026-02-18,OPP-008,AI insights,24,148,0.516,0.234,0.368,20.7,5,0.922
2026-02-19,OPP-001,Lease and renewal pricing,48,348,0.648,0.12,0.581,38.6,23,0.837
2026-02-19,OPP-002,Public market intelligence,37,245,0.651,0.212,0.638,20.6,7,0.889
2026-02-19,OPP-003,Amenities and specials,49,504,0.627,0.097,0.677,18.0,17,0.855
2026-02-19,OPP-004,Amenities and specials,68,230,0.601,0.226,0.564,15.1,4,0.982
2026-02-19,OPP-005,Reporting,41,294,0.591,0.158,0.397,12.5,28,0.99
2026-02-19,OPP-006,Implementation readiness,56,201,0.507,0.229,0.513,36.2,26,0.92
2026-02-19,OPP-007,Security and privacy,61,487,0.506,0.302,0.379,27.2,30,0.804
2026-02-19,OPP-008,AI insights,37,348,0.713,0.174,0.657,22.5,37,0.898
2026-02-20,OPP-001,Lease and renewal pricing,37,195,0.534,0.196,0.642,23.6,8,0.883
2026-02-20,OPP-002,Public market intelligence,30,199,0.451,0.271,0.66,17.8,34,0.858
2026-02-20,OPP-003,Amenities and specials,43,341,0.551,0.142,0.501,20.0,34,0.907
2026-02-20,OPP-004,Amenities and specials,62,429,0.393,0.126,0.596,23.0,18,0.928
2026-02-20,OPP-005,Reporting,19,464,0.621,0.143,0.691,35.1,29,0.819
2026-02-20,OPP-006,Implementation readiness,20,188,0.535,0.228,0.574,24.5,14,0.914
2026-02-20,OPP-007,Security and privacy,26,189,0.562,0.288,0.752,21.1,6,0.929
2026-02-20,OPP-008,AI insights,32,204,0.605,0.223,0.626,28.9,4,0.978
2026-02-21,OPP-001,Lease and renewal pricing,53,266,0.641,0.181,0.559,31.8,14,0.882
2026-02-21,OPP-002,Public market intelligence,68,500,0.569,0.256,0.73,27.7,12,0.957
2026-02-21,OPP-003,Amenities and specials,29,348,0.649,0.162,0.827,39.8,21,0.903
2026-02-21,OPP-004,Amenities and specials,31,371,0.425,0.221,0.529,5.9,19,0.976
2026-02-21,OPP-005,Reporting,46,424,0.461,0.215,0.382,35.4,23,0.957
2026-02-21,OPP-006,Implementation readiness,32,150,0.581,0.197,0.625,23.6,38,0.887
2026-02-21,OPP-007,Security and privacy,59,163,0.456,0.158,0.629,26.6,29,0.916
2026-02-21,OPP-008,AI insights,34,211,0.41,0.188,0.727,26.1,19,0.833
2026-02-22,OPP-001,Lease and renewal pricing,26,293,0.735,0.223,0.659,34.0,33,0.88
2026-02-22,OPP-002,Public market intelligence,27,462,0.644,0.289,0.466,29.6,14,0.985
2026-02-22,OPP-003,Amenities and specials,62,168,0.432,0.27,0.624,6.1,33,0.875
2026-02-22,OPP-004,Amenities and specials,55,417,0.469,0.158,0.538,29.0,10,0.968
2026-02-22,OPP-005,Reporting,45,96,0.688,0.124,0.445,35.4,37,0.917
2026-02-22,OPP-006,Implementation readiness,39,327,0.609,0.234,0.658,23.8,18,0.99
2026-02-22,OPP-007,Security and privacy,37,150,0.596,0.27,0.522,24.4,34,0.99
2026-02-22,OPP-008,AI insights,31,206,0.486,0.186,0.685,17.3,18,0.935
2026-02-23,OPP-001,Lease and renewal pricing,19,415,0.537,0.184,0.483,13.8,5,0.866
2026-02-23,OPP-002,Public market intelligence,27,193,0.564,0.168,0.641,32.5,29,0.963
2026-02-23,OPP-003,Amenities and specials,47,226,0.597,0.206,0.541,25.6,8,0.867
2026-02-23,OPP-004,Amenities and specials,33,149,0.368,0.315,0.36,17.8,4,0.864
2026-02-23,OPP-005,Reporting,22,338,0.703,0.107,0.501,22.7,15,0.879
2026-02-23,OPP-006,Implementation readiness,64,188,0.616,0.247,0.473,24.6,9,0.978
2026-02-23,OPP-007,Security and privacy,22,104,0.479,0.139,0.47,26.2,10,0.858
2026-02-23,OPP-008,AI insights,66,476,0.484,0.155,0.644,24.7,30,0.891
2026-02-24,OPP-001,Lease and renewal pricing,52,272,0.708,0.097,0.592,13.8,14,0.851
2026-02-24,OPP-002,Public market intelligence,48,353,0.506,0.206,0.72,29.4,33,0.964
2026-02-24,OPP-003,Amenities and specials,43,259,0.57,0.232,0.55,25.8,36,0.95
2026-02-24,OPP-004,Amenities and specials,18,322,0.578,0.264,0.729,20.6,6,0.907
2026-02-24,OPP-005,Reporting,64,276,0.524,0.19,0.575,6.5,10,0.911
2026-02-24,OPP-006,Implementation readiness,40,194,0.522,0.219,0.665,16.1,4,0.907
2026-02-24,OPP-007,Security and privacy,51,138,0.488,0.322,0.458,23.0,9,0.904
2026-02-24,OPP-008,AI insights,49,467,0.518,0.282,0.434,38.4,10,0.94
2026-02-25,OPP-001,Lease and renewal pricing,36,391,0.559,0.082,0.791,23.1,25,0.839
2026-02-25,OPP-002,Public market intelligence,56,292,0.472,0.18,0.488,29.5,38,0.85
2026-02-25,OPP-003,Amenities and specials,56,496,0.599,0.192,0.661,28.9,31,0.898
2026-02-25,OPP-004,Amenities and specials,61,139,0.488,0.262,0.359,21.2,18,0.888
2026-02-25,OPP-005,Reporting,26,435,0.594,0.242,0.683,17.7,9,0.847
2026-02-25,OPP-006,Implementation readiness,45,329,0.505,0.175,0.542,12.2,28,0.98
2026-02-25,OPP-007,Security and privacy,65,434,0.514,0.198,0.768,14.2,29,0.881
2026-02-25,OPP-008,AI insights,38,215,0.571,0.144,0.556,26.4,38,0.875
2026-02-26,OPP-001,Lease and renewal pricing,62,161,0.701,0.204,0.569,15.6,30,0.99
2026-02-26,OPP-002,Public market intelligence,28,152,0.463,0.173,0.72,25.2,5,0.787
2026-02-26,OPP-003,Amenities and specials,44,214,0.602,0.333,0.602,29.9,26,0.92
2026-02-26,OPP-004,Amenities and specials,35,191,0.505,0.174,0.654,34.5,19,0.956
2026-02-26,OPP-005,Reporting,68,426,0.535,0.206,0.465,27.8,26,0.99
2026-02-26,OPP-006,Implementation readiness,18,488,0.735,0.207,0.656,32.5,9,0.99
2026-02-26,OPP-007,Security and privacy,59,236,0.461,0.295,0.784,17.3,11,0.862
2026-02-26,OPP-008,AI insights,19,117,0.441,0.219,0.61,34.4,20,0.95
2026-02-27,OPP-001,Lease and renewal pricing,24,413,0.713,0.198,0.461,29.6,25,0.99
2026-02-27,OPP-002,Public market intelligence,47,482,0.631,0.128,0.477,24.0,9,0.988
2026-02-27,OPP-003,Amenities and specials,57,260,0.556,0.319,0.626,19.6,9,0.789
2026-02-27,OPP-004,Amenities and specials,23,381,0.351,0.18,0.5,34.1,37,0.797
2026-02-27,OPP-005,Reporting,59,102,0.529,0.248,0.534,16.8,26,0.845
2026-02-27,OPP-006,Implementation readiness,43,341,0.609,0.242,0.597,45.5,26,0.874
2026-02-27,OPP-007,Security and privacy,35,404,0.554,0.209,0.4,33.8,22,0.877
2026-02-27,OPP-008,AI insights,67,494,0.658,0.184,0.635,20.6,34,0.881
2026-02-28,OPP-001,Lease and renewal pricing,53,194,0.598,0.257,0.368,29.3,29,0.869
2026-02-28,OPP-002,Public market intelligence,50,301,0.497,0.254,0.667,24.5,35,0.919
2026-02-28,OPP-003,Amenities and specials,59,391,0.659,0.073,0.613,30.0,35,0.99
2026-02-28,OPP-004,Amenities and specials,19,148,0.541,0.213,0.416,31.0,7,0.99
2026-02-28,OPP-005,Reporting,58,470,0.635,0.212,0.738,6.3,22,0.883
2026-02-28,OPP-006,Implementation readiness,45,138,0.619,0.192,0.456,38.2,22,0.899
2026-02-28,OPP-007,Security and privacy,27,243,0.481,0.188,0.428,13.2,33,0.874
2026-02-28,OPP-008,AI insights,57,513,0.506,0.106,0.793,26.9,33,0.965
2026-03-01,OPP-001,Lease and renewal pricing,35,509,0.726,0.072,0.534,36.8,22,0.861
2026-03-01,OPP-002,Public market intelligence,25,261,0.537,0.274,0.735,29.3,24,0.933
2026-03-01,OPP-003,Amenities and specials,64,422,0.635,0.25,0.486,39.6,34,0.798
2026-03-01,OPP-004,Amenities and specials,32,405,0.485,0.258,0.507,32.9,29,0.909
2026-03-01,OPP-005,Reporting,38,438,0.539,0.335,0.503,35.2,20,0.969
2026-03-01,OPP-006,Implementation readiness,56,461,0.591,0.249,0.604,26.6,21,0.99
2026-03-01,OPP-007,Security and privacy,65,515,0.407,0.209,0.58,20.2,31,0.976
2026-03-01,OPP-008,AI insights,23,354,0.588,0.237,0.591,30.8,29,0.964
2026-03-02,OPP-001,Lease and renewal pricing,26,304,0.604,0.142,0.766,25.8,8,0.886
2026-03-02,OPP-002,Public market intelligence,67,162,0.527,0.184,0.695,18.7,19,0.977
2026-03-02,OPP-003,Amenities and specials,20,353,0.775,0.282,0.505,9.3,19,0.876
2026-03-02,OPP-004,Amenities and specials,41,354,0.577,0.307,0.601,11.9,28,0.844
2026-03-02,OPP-005,Reporting,41,98,0.725,0.193,0.391,17.8,9,0.914
2026-03-02,OPP-006,Implementation readiness,42,370,0.427,0.247,0.768,23.3,21,0.849
2026-03-02,OPP-007,Security and privacy,27,393,0.649,0.248,0.502,22.7,25,0.99
2026-03-02,OPP-008,AI insights,46,491,0.612,0.13,0.595,29.8,36,0.877
2026-03-03,OPP-001,Lease and renewal pricing,40,336,0.657,0.262,0.58,34.1,26,0.968
2026-03-03,OPP-002,Public market intelligence,62,379,0.524,0.266,0.618,34.0,24,0.861
2026-03-03,OPP-003,Amenities and specials,26,343,0.619,0.217,0.604,22.6,6,0.909
2026-03-03,OPP-004,Amenities and specials,38,485,0.446,0.271,0.539,28.9,26,0.942
2026-03-03,OPP-005,Reporting,40,206,0.765,0.237,0.682,19.0,23,0.844
2026-03-03,OPP-006,Implementation readiness,46,218,0.672,0.185,0.598,24.8,36,0.9
2026-03-03,OPP-007,Security and privacy,67,149,0.473,0.181,0.571,8.1,27,0.904
2026-03-03,OPP-008,AI insights,24,423,0.653,0.13,0.35,27.9,8,0.891
2026-03-04,OPP-001,Lease and renewal pricing,65,280,0.629,0.229,0.483,34.2,17,0.929
2026-03-04,OPP-002,Public market intelligence,40,515,0.618,0.281,0.56,34.5,22,0.99
2026-03-04,OPP-003,Amenities and specials,38,256,0.565,0.136,0.456,22.9,36,0.912
2026-03-04,OPP-004,Amenities and specials,44,419,0.414,0.276,0.62,20.1,17,0.926
2026-03-04,OPP-005,Reporting,60,401,0.572,0.231,0.613,34.2,13,0.99
2026-03-04,OPP-006,Implementation readiness,39,484,0.741,0.266,0.504,25.2,14,0.912
2026-03-04,OPP-007,Security and privacy,60,451,0.561,0.131,0.638,14.7,27,0.92
2026-03-04,OPP-008,AI insights,39,443,0.669,0.159,0.408,44.5,26,0.936
2026-03-05,OPP-001,Lease and renewal pricing,56,421,0.649,0.139,0.482,24.5,12,0.891
2026-03-05,OPP-002,Public market intelligence,34,162,0.593,0.206,0.7,27.0,8,0.858
2026-03-05,OPP-003,Amenities and specials,40,407,0.6,0.276,0.648,30.1,19,0.879
2026-03-05,OPP-004,Amenities and specials,55,412,0.605,0.248,0.474,36.4,6,0.917
2026-03-05,OPP-005,Reporting,32,121,0.678,0.188,0.537,24.4,8,0.99
2026-03-05,OPP-006,Implementation readiness,30,520,0.516,0.21,0.416,49.5,36,0.98
2026-03-05,OPP-007,Security and privacy,44,253,0.545,0.212,0.605,26.8,16,0.974
2026-03-05,OPP-008,AI insights,19,194,0.713,0.258,0.617,15.0,7,0.982
2026-03-06,OPP-001,Lease and renewal pricing,24,477,0.543,0.224,0.709,25.3,16,0.932
2026-03-06,OPP-002,Public market intelligence,20,324,0.554,0.229,0.604,14.1,34,0.99
2026-03-06,OPP-003,Amenities and specials,21,370,0.675,0.222,0.667,21.1,12,0.898
2026-03-06,OPP-004,Amenities and specials,53,232,0.585,0.243,0.602,14.9,30,0.836
2026-03-06,OPP-005,Reporting,21,351,0.56,0.215,0.459,18.4,5,0.826
2026-03-06,OPP-006,Implementation readiness,66,452,0.414,0.249,0.709,37.0,21,0.97
2026-03-06,OPP-007,Security and privacy,19,152,0.508,0.214,0.507,33.5,12,0.83
2026-03-06,OPP-008,AI insights,28,226,0.601,0.284,0.642,14.7,20,0.823
2026-03-07,OPP-001,Lease and renewal pricing,46,468,0.676,0.232,0.443,19.0,5,0.883
2026-03-07,OPP-002,Public market intelligence,56,179,0.559,0.293,0.541,18.7,5,0.864
2026-03-07,OPP-003,Amenities and specials,53,304,0.501,0.277,0.479,21.2,12,0.839
2026-03-07,OPP-004,Amenities and specials,18,300,0.687,0.217,0.554,19.1,21,0.918
2026-03-07,OPP-005,Reporting,41,92,0.569,0.219,0.585,15.5,6,0.891
2026-03-07,OPP-006,Implementation readiness,44,316,0.558,0.335,0.644,30.5,18,0.99
2026-03-07,OPP-007,Security and privacy,31,430,0.421,0.248,0.528,16.0,17,0.858
2026-03-07,OPP-008,AI insights,29,291,0.527,0.172,0.574,11.2,34,0.881
2026-03-08,OPP-001,Lease and renewal pricing,56,142,0.647,0.181,0.447,9.6,34,0.915
2026-03-08,OPP-002,Public market intelligence,53,164,0.611,0.268,0.694,38.1,29,0.961
2026-03-08,OPP-003,Amenities and specials,32,446,0.632,0.102,0.588,18.5,13,0.808
2026-03-08,OPP-004,Amenities and specials,18,312,0.416,0.169,0.761,17.8,22,0.792
2026-03-08,OPP-005,Reporting,55,226,0.516,0.245,0.675,32.5,34,0.862
2026-03-08,OPP-006,Implementation readiness,61,416,0.557,0.214,0.397,14.6,23,0.971
2026-03-08,OPP-007,Security and privacy,50,318,0.645,0.197,0.445,7.8,38,0.924
2026-03-08,OPP-008,AI insights,47,251,0.497,0.147,0.416,20.3,23,0.906
2026-03-09,OPP-001,Lease and renewal pricing,61,330,0.472,0.183,0.579,29.3,18,0.99
2026-03-09,OPP-002,Public market intelligence,37,224,0.592,0.143,0.409,33.5,27,0.831
2026-03-09,OPP-003,Amenities and specials,31,463,0.551,0.236,0.433,39.3,27,0.961
2026-03-09,OPP-004,Amenities and specials,51,437,0.611,0.207,0.602,23.6,11,0.864
2026-03-09,OPP-005,Reporting,50,317,0.597,0.254,0.545,23.3,13,0.863
2026-03-09,OPP-006,Implementation readiness,42,300,0.532,0.277,0.556,35.8,34,0.907
2026-03-09,OPP-007,Security and privacy,27,431,0.46,0.18,0.474,26.3,27,0.9
2026-03-09,OPP-008,AI insights,53,192,0.654,0.234,0.492,12.1,15,0.859
2026-03-10,OPP-001,Lease and renewal pricing,67,505,0.58,0.239,0.581,17.5,30,0.837
2026-03-10,OPP-002,Public market intelligence,52,306,0.7,0.156,0.606,15.3,19,0.99
2026-03-10,OPP-003,Amenities and specials,47,512,0.668,0.181,0.648,8.8,28,0.893
2026-03-10,OPP-004,Amenities and specials,45,437,0.476,0.287,0.571,8.8,11,0.845
2026-03-10,OPP-005,Reporting,58,212,0.548,0.221,0.482,12.8,7,0.917
2026-03-10,OPP-006,Implementation readiness,24,196,0.65,0.246,0.401,17.9,14,0.866
2026-03-10,OPP-007,Security and privacy,61,379,0.577,0.327,0.446,40.3,26,0.873
2026-03-10,OPP-008,AI insights,19,291,0.657,0.123,0.521,15.8,7,0.859
2026-03-11,OPP-001,Lease and renewal pricing,65,492,0.683,0.256,0.66,24.7,38,0.843
2026-03-11,OPP-002,Public market intelligence,26,130,0.6,0.272,0.88,25.4,24,0.82
2026-03-11,OPP-003,Amenities and specials,63,246,0.559,0.197,0.618,28.5,29,0.909
2026-03-11,OPP-004,Amenities and specials,54,312,0.536,0.324,0.449,20.4,25,0.891
2026-03-11,OPP-005,Reporting,61,171,0.443,0.236,0.565,40.1,11,0.838
2026-03-11,OPP-006,Implementation readiness,53,329,0.534,0.238,0.592,18.2,25,0.915
2026-03-11,OPP-007,Security and privacy,40,307,0.594,0.258,0.734,24.7,32,0.877
2026-03-11,OPP-008,AI insights,24,498,0.6,0.239,0.695,24.7,34,0.99
2026-03-12,OPP-001,Lease and renewal pricing,53,199,0.659,0.252,0.74,25.9,23,0.884
2026-03-12,OPP-002,Public market intelligence,32,338,0.538,0.217,0.53,13.1,37,0.99
2026-03-12,OPP-003,Amenities and specials,24,329,0.634,0.19,0.548,13.3,34,0.886
2026-03-12,OPP-004,Amenities and specials,32,185,0.437,0.26,0.628,16.5,19,0.945
2026-03-12,OPP-005,Reporting,56,267,0.557,0.231,0.705,24.1,38,0.905
2026-03-12,OPP-006,Implementation readiness,39,403,0.556,0.242,0.389,32.7,37,0.99
2026-03-12,OPP-007,Security and privacy,66,149,0.453,0.206,0.486,23.9,21,0.863
2026-03-12,OPP-008,AI insights,44,113,0.588,0.231,0.542,11.5,30,0.99
2026-03-13,OPP-001,Lease and renewal pricing,45,249,0.706,0.111,0.734,14.7,32,0.873
2026-03-13,OPP-002,Public market intelligence,56,296,0.549,0.204,0.645,4,9,0.95
2026-03-13,OPP-003,Amenities and specials,37,370,0.657,0.125,0.691,42.0,8,0.805
2026-03-13,OPP-004,Amenities and specials,22,173,0.563,0.264,0.733,31.0,4,0.911
2026-03-13,OPP-005,Reporting,43,285,0.583,0.334,0.595,28.3,6,0.886
2026-03-13,OPP-006,Implementation readiness,41,302,0.569,0.287,0.688,17.2,24,0.902
2026-03-13,OPP-007,Security and privacy,30,330,0.537,0.25,0.547,38.2,7,0.884
2026-03-13,OPP-008,AI insights,40,359,0.573,0.154,0.561,34.0,21,0.858
2026-03-14,OPP-001,Lease and renewal pricing,68,207,0.749,0.102,0.461,17.0,8,0.92
2026-03-14,OPP-002,Public market intelligence,26,299,0.415,0.14,0.637,32.7,30,0.99
2026-03-14,OPP-003,Amenities and specials,23,338,0.543,0.218,0.587,23.2,7,0.951
2026-03-14,OPP-004,Amenities and specials,58,182,0.654,0.231,0.382,23.7,35,0.962
2026-03-14,OPP-005,Reporting,41,339,0.54,0.206,0.506,40.8,18,0.898
2026-03-14,OPP-006,Implementation readiness,46,343,0.425,0.306,0.63,28.8,14,0.884
2026-03-14,OPP-007,Security and privacy,33,191,0.591,0.271,0.345,27.4,19,0.871
2026-03-14,OPP-008,AI insights,63,175,0.507,0.274,0.601,30.4,8,0.896
2026-03-15,OPP-001,Lease and renewal pricing,32,422,0.646,0.219,0.684,25.9,35,0.864
2026-03-15,OPP-002,Public market intelligence,27,113,0.52,0.281,0.758,35.6,31,0.859
2026-03-15,OPP-003,Amenities and specials,51,152,0.649,0.225,0.709,21.8,35,0.89
2026-03-15,OPP-004,Amenities and specials,63,168,0.573,0.169,0.88,25.9,37,0.922
2026-03-15,OPP-005,Reporting,56,264,0.589,0.313,0.55,18.1,37,0.962
2026-03-15,OPP-006,Implementation readiness,65,137,0.479,0.061,0.497,28.9,15,0.874
2026-03-15,OPP-007,Security and privacy,49,487,0.368,0.24,0.494,11.0,12,0.874
2026-03-15,OPP-008,AI insights,34,438,0.604,0.204,0.628,18.6,26,0.917
2026-03-16,OPP-001,Lease and renewal pricing,39,362,0.649,0.134,0.344,17.5,10,0.968
2026-03-16,OPP-002,Public market intelligence,22,445,0.595,0.163,0.572,28.9,6,0.933
2026-03-16,OPP-003,Amenities and specials,49,303,0.58,0.203,0.521,23.4,33,0.883
2026-03-16,OPP-004,Amenities and specials,34,404,0.491,0.22,0.549,29.8,8,0.886
2026-03-16,OPP-005,Reporting,42,249,0.621,0.206,0.401,25.7,25,0.878
